"","county","weave_ct2010","gradrate","ccrpi","grade3","grade8","lbw","childnohealth","childpoverty","povertyrate","housingburden","momsnohs","collegerate","adultsnoedu","adultnohealth","unemployment","ChildZ","FamilyZ","CommunityZ","CWB_Index"
"697","Gwinnett",13135050609,87,84.2,69.8,68.1,7.6,4.6,9.5,16.9,30.8,3.5,87.8,11.7,12.5,8.1,0.845095680429378,0.800896630309742,0.807142725999976,0.836789131144637
"698","Gwinnett",13135050610,86.5,83.3,70.1,68.8,6.1,4.4,5.4,15.1,33,5.5,88,3.2,15.1,11.4,0.873841341128869,0.778971585262963,0.821900035663088,0.842453907371556
"699","Gwinnett",13135050709,74.5,69.6,44.1,37,9.3,16.4,27.1,24.4,35.9,12.6,80.4,4.9,18.2,10.5,0.50084783919002,0.676144935852929,0.753677365027428,0.647198694580294
"700","Gwinnett",13135050712,91.3,92.8,70.7,61.8,5.1,2.7,13.5,19.3,30.5,6.8,88,4,10.9,6.5,0.92088589955424,0.772223999481432,0.888588444946077,0.879329058376978
"701","Gwinnett",13135050713,91.3,92.8,78.4,73.8,10,16.7,12.4,8.9,23,5,88,6.1,13.6,9.7,0.822385318852931,0.877356941729061,0.826406651779213,0.868614242746742
"702","Gwinnett",13135050714,89.5,90.2,73.1,57.3,7.9,1.6,6.2,17.2,33,6.5,87.2,6.2,6.2,3.7,0.877970414744148,0.764380915818356,0.920460825286331,0.872711590764763
"703","Gwinnett",13135050715,91.3,92.8,77.6,68.3,7.2,6.2,6.7,21.6,32,5.6,88,11.7,19.5,8.6,0.914622581635811,0.760580590848917,0.768091779882011,0.829315611414708
"704","Gwinnett",13135050718,91.3,92.8,80.1,74.2,5.7,1.2,6.9,16,31,4.6,88,7,13.2,12.7,0.979587318900415,0.795703065551993,0.790498942019976,0.874431880225278
"705","Gwinnett",13135050719,76.1,74.7,52.6,35.1,9.4,3,20.3,26.7,33.2,13.3,79.5,8.3,19,11.1,0.619250164686417,0.682028508707765,0.713033560860269,0.675555792638907
"706","Gwinnett",13135050720,83.3,80.6,60.1,57.8,7.7,9.2161,27.3,15.4,30.7,8.4,87.1,4.3,10.9,7.3,0.713465015040173,0.775233375542609,0.872139115018475,0.804139920956492
"707","Gwinnett",13135050721,78.7,76.8,55.5,41.6,8.2,12.1,19.1,38.3,40.8,8.6,82.6,5.9,20.6,11.1,0.632153597822224,0.614194084151934,0.742600531426625,0.661466420887625
"708","Gwinnett",13135050722,74.8,70.6,48.2,36.7,12.9,10.7,31.1,34.2,44.9,11.2,80.2,16.7,24.4,29.6,0.479789701303752,0.58357516875,0.436245997734737,0.487423065746152
"709","Gwinnett",13135050723,74.1,68.5,48.4,37.5,10,14.3,4.2,19.4,43.2,6.4,80.6,10.9,19,13,0.552814012348071,0.683807567340618,0.681653467770315,0.642524870819838
"710","Gwinnett",13135050724,83.6,80.8,67.1,58.7,10,4,12.1,26.4,46.3,4.5,87.3,3.5,12.1,12.5,0.754924169340162,0.647345500125899,0.818671295272707,0.744527012045117
"711","Gwinnett",13135050725,74.1,68.5,44.3,37.5,8.1,1.4,11.6,20.4,35.3,9.2,80.6,5.9,13.7,10.7,0.621720669312607,0.718020205283616,0.76828634007946,0.711461074018269
"712","Gwinnett",13135050726,82.5,73.1,63.8,57,5.1,7,7.7,18.3,41.4,4.1,85.6,6.1,13.9,7.1,0.777240012736258,0.715941207472035,0.836402120197372,0.78777279071171
"713","Gwinnett",13135050727,82.6,78.2,62.8,56.7,6.5,12.8,12.7,8.3,25.4,5.9,86.5,9.1,17.2,8.3,0.735010018679056,0.856622147508334,0.791614702051609,0.817611414499508
"714","Gwinnett",13135050728,75.9,74.2,50.2,34.6,8.6,5.6,19,27.1,39.3,6.7,79.6,3.1,17.3,10,0.612326500416302,0.680214463999406,0.771118148946821,0.693103205600048
"715","Gwinnett",13135050729,74.1,68.5,47.1,37.5,9,3.3,14.9,30.2,50.9,14.2,80.6,6.1,10.9,10.3,0.597510701284063,0.536389125023494,0.785091094217566,0.631526599485626
"716","Gwinnett",13135050730,76.1,74.7,46.6,33.4,6,1.4,7.6,31.4,26.1,22.4,79.5,9.9,18.6,9.8,0.688781950339847,0.655078123812925,0.717169906562597,0.689176211391234
"717","Gwinnett",13135050731,76.1,74.7,47,33.4,8.5,10.9,9.6,18.3,33.4,7.1,79.5,11.1,17.9,12.1,0.600757171239925,0.753383498182603,0.687949296909845,0.690843719884814
"718","Henry",13151070104,86.2,71.7,48.5,43,7.2,3.8,21,27.1,40.9,6.4,77.5,7.2,15.1,8.3,0.679871975829882,0.670759647885879,0.756729345554142,0.706933681169986
"719","Henry",13151070106,72.6,64.8,40.3,29.2,8.7,19.2,14.9,33.2,36.6,16.9,65.6,19.4,23.6,16.8,0.470599895780642,0.609288442560313,0.459198293666349,0.503462553997863
"720","Henry",13151070107,78.6,68.8,44.3,20.9,11,11.2,9.7,21.7,37.9,8.3,71.3,7.2,14.3,14.8,0.51397787152965,0.700385116197828,0.651911111882521,0.62580249097253
"721","Henry",13151070108,72.6,64.8,36,20.9,7.6,3.9,3.9,9.8,30.4,15.9,65.6,13.5,16.1,9.5,0.559317585435023,0.749645610726817,0.615749196824425,0.649430339582295
"722","Henry",13151070109,72.6,64.8,39.9,20.9,10,9.3,9,12.1,32.5,10,65.6,7.2,12.8,10.9,0.493721233613107,0.764525536697922,0.662904112558499,0.650249592130057
"723","Henry",13151070110,79.3,69.3,51.1,28.4,3.9,9.3,25.6,23.5,34.2,11.8,71.8,11.6,21.7,10.2,0.630692533232297,0.696967615806664,0.634663714477532,0.657937435634719
"724","Henry",13151070111,79.9,68.6,42.6,35.3,10.4,16.4,22.4,33.3,41.5,10.2,71.9,18.6,31.3,11.9,0.502745290336059,0.617843751483258,0.519029181457022,0.539367834942106
"725","Henry",13151070113,73.7,65.6,40.9,29.6,11.3,7.2,15.7,31.9,39.4,33.9,66.9,22.1,35.2,18.2,0.499165674849479,0.482849191310255,0.375450521260551,0.429298529605464
"726","Henry",13151070114,77.5,69.1,43.7,24.7,6.4,14.8,18.9,32.4,42.2,8.3,71.3,10.5,32.4,23.5,0.549838894138903,0.628744649538098,0.44618317967855,0.534127224328197
"727","Henry",13151070202,91.4,81.9,47.6,51.1,6.4,2.7,8.2,10.1,25.1,7,80.6,7,5.5,7.6,0.799509973356288,0.844665515957977,0.834020611314844,0.849556299182836
"728","Henry",13151070203,91.5,79.2,49.9,42.9,7.2,3.5,5.3,9.6,30.5,5.7,75.7,7.3,7,6.8,0.765660660403448,0.816553305314864,0.800560987298691,0.814096567970597
"729","Henry",13151070204,80.4,70.1,54.5,32.8,7.3,2.5,4,15.9,30.9,9.6,72.5,4.4,4.8,9.9,0.682875253645474,0.76402692954557,0.778939071743061,0.755749746719807
"730","Henry",13151070205,90.6,81.1,44.5,49.8,10,14,35.8,28.6,31.6,13.6,80,10.2,18.3,9.7,0.616487448824426,0.68421252888837,0.720849549790149,0.678331994890337
"731","Henry",13151070304,71.4,57.5,39.7,11.9,12.8,13.5,38.3,47.7,52.3,11.7,62.5,16.3,26.7,16,0.315801681591672,0.475814056850703,0.453958591872188,0.391813017988115
"732","Henry",13151070305,86.1,71.5,39.4,42.4,7.9,12,13.7,22,33.4,6.7,77.6,7.5,16.3,8.2,0.623180510919458,0.741846390415465,0.750257142407453,0.715728307094405
"733","Henry",13151070306,75.5,63.7,45.7,37.5,8.6,4.2,9.7,18.3,34.7,5.6,73.8,9.7,13.8,11,0.592916912599747,0.753935584095656,0.69269764066487,0.690101091876488
"734","Henry",13151070307,75.4,62.5,35.5,19.1,13.6,13.1,4.3,24.4,29.7,6.6,66.4,6.1,4.9,11.9,0.418942652746975,0.759729144860335,0.705215903225456,0.637803643523548
"735","Henry",13151070309,79.7,71.8,52.8,25.1,7.7,7.9,3.4,7.5,28.7,4.6,74.2,7,15.3,12.2,0.635057800602889,0.844648248262166,0.694620591761396,0.74392673107111
"736","Henry",13151070310,77,68.6,48.1,19.8,8.4,5.2,11.5,24,33.3,12,70.7,12.3,16.2,6.3,0.577549649143413,0.700167753564398,0.690890721464719,0.661231792307607
"737","Henry",13151070311,72.8,61.4,35.2,14,9.4,7.8,18.8,31.7,38.1,15.6,65.1,5.9,28.1,15.7,0.45201299057709,0.612842078450779,0.5418807039682,0.52809236546571
"738","Henry",13151070402,89.4,76,57.2,35,6.5,3.4,9.4,21.7,32.5,7.8,70.9,10.9,14.7,10.1,0.744829230790749,0.74220884202019,0.669957199162384,0.728710380233449
"739","Henry",13151070403,82.3,66.9,46,18.8,9.1,11.5,6.7,27,34.1,11.7,59.7,17.2,23.3,13.6,0.551420739631492,0.684943320388728,0.471329260059609,0.567652314594289
"740","Henry",13151070404,80,65.8,31.9,25.1,8.5,3.8,18.7,24.2,33.3,11.2,65,7,14,10,0.546779018031905,0.704646027881192,0.663816109442057,0.643030971480274
"741","Henry",13151070501,74.9,63.3,35.8,20.9,10.1,9.8,30.5,46.6,47.7,17,73.6,13.5,32.2,19.3,0.438629563471241,0.478120349688298,0.484751567571224,0.445581404299707
"742","Henry",13151070502,74.9,63.3,45.5,27.6,9.9,8.5,27.8,19.9,30,6.8,73.6,9.5,18.8,10.8,0.488031666973078,0.773497075562054,0.669831022406997,0.654615457238443
"743","Paulding",13223120101,86.9,72.6,65.7,52.2,6.4,12.8,21,19.5,34,2.8,75.9,3,11,11.4,0.707849050279844,0.772692940515828,0.764484989948219,0.762812247733901
"744","Paulding",13223120102,83.2,71.6,62.8,42.8,6.1,5,8.1,18.9,29.6,4.5,74.6,11.5,10.6,5.9,0.734448787061662,0.795254514898994,0.754530088314388,0.777972687608445
"745","Paulding",13223120103,86.9,72.6,61.2,50.2,5.7,3.5,11.1,15.6,25.4,4.6,75.9,8.9,14.9,7.3,0.771968358829539,0.837207868729898,0.7454965053188,0.805471917148527
"746","Paulding",13223120104,85.2,72.3,58.6,50.2,2.8,3.5,2.5,10.2,18.6,7.4,74.2,9.9,8.1,6.4,0.820801519721234,0.888059551579341,0.770704843145491,0.852819922954131
"747","Paulding",13223120202,74.9,69.4,41.7,40.2,8.4,10.4,10.6,17.9,35.2,5.9,72,13.8,14.2,8.5,0.581709915870246,0.749930803103314,0.675618436792887,0.678491964865206
"748","Paulding",13223120203,74.9,69.4,54.1,40.2,5.6,4,8.9,23.3,31.9,10.7,72,9.1,13.6,6.9,0.683735276445388,0.721360879722588,0.729175516963496,0.72007847295812
"749","Paulding",13223120204,74.3,69.4,46.4,37.4,6.4,5,6.8,32.3,43.6,7.6,70.8,10.8,18.7,6.4,0.64747394940953,0.623721964283893,0.688734284019989,0.651578524552142
"750","Paulding",13223120301,73.2,70,39.9,30.2,8.2,3.9,25.7,24.3,29.3,8.7,65.3,17.6,21.4,21.7,0.555973384888274,0.749202606051832,0.429838841543131,0.58191071800428
"751","Paulding",13223120302,68.8,69.7,43.5,27.1,7.5,14.6,23.1,42.1,35.3,11.1,59.8,15.8,24.3,14.6,0.502004890648839,0.622526461774629,0.466546306495863,0.522432307317174
"752","Paulding",13223120303,67.8,69.5,45.1,30.1,6,4.9,5.1,15.2,24.7,13,59,25.5,10.8,8.3,0.615982996814825,0.788677303073106,0.525365299072749,0.653234600333012
"753","Paulding",13223120400,75,67.3,50.6,22.7,7.1,9.5,7.8,28.8,33.1,7.5,61.2,15.8,17.5,10,0.582396019302356,0.712722443328832,0.558073957957826,0.620962729419103
"754","Paulding",13223120501,73.9,69.8,48,30.1,7.7,9.9,24.2,28.9,35.2,10.9,67,12.8,24,11.7,0.554341784696064,0.675064088529512,0.567269453515664,0.598580527604123
"755","Paulding",13223120502,77.8,67.8,46.1,31.1,9.3,7.5,11.3,30.9,31.6,10,65.5,7,18.7,17.4,0.573814047047204,0.699007334731791,0.565946033618054,0.614978345676911
"756","Paulding",13223120503,78.5,68.8,45.1,32.1,7.6,16,14.1,22.5,21.7,9.8,69.1,7.6,28.4,7.2,0.55761659305656,0.80313132618955,0.64351537025991,0.681610395957328
"757","Paulding",13223120601,77.9,70,50.8,32.8,7.7,5.5,2.7,17.2,30.1,6.7,71.9,9.2,16.8,12.3,0.647991062693875,0.783770888533035,0.655139512682883,0.708238830449706
"758","Paulding",13223120602,80.1,65.8,49.2,33.2,7.8,6.6,20.4,26.7,32.7,8.5,62.5,12,13.3,9.2,0.592637569177488,0.717059353151919,0.623373794852722,0.64955368257263
"759","Paulding",13223120603,77.9,70,51.6,32.8,9.3,11.9,3.3,13.7,25.1,16.3,71.9,12.7,19.4,12.4,0.592574865208026,0.769932173918633,0.615894362299784,0.669480554442548
"760","Paulding",13223120604,77.9,70,50.5,28.6,5.6,12.1,27.7,21.1,34.6,5.3,71.9,10.7,15.9,10.7,0.584041523208292,0.745900908283072,0.665647943460529,0.674012501785735
"761","Paulding",13223120605,80.1,65.8,47.5,31.8,5.4,3.5,14.5,26.6,32.5,10.7,62.5,11.5,11.2,7.8,0.649741763671041,0.70444971492566,0.652178977690488,0.673858904950749
"762","Rockdale",13247060101,79.7,66.9,36.1,15.3,8.6,10.6,13.8,26.8,28.5,19,67.8,15.8,20.2,17.4,0.511647461871262,0.677834732655272,0.510279112079489,0.564938631998106
"763","Rockdale",13247060102,79.7,66.9,42.9,15.3,10,5,16.4,31.6,39.8,14.5,67.8,10.8,17.7,13.7,0.526839275526917,0.608299733684199,0.597538333752701,0.571441886930171
"764","Rockdale",13247060201,75.3,67.4,33.1,33.7,7.9,24.6,48.1,51.6,43.1,62.6,69.3,37.4,48.4,12.2,0.401530390994026,0.271741538555277,0.277919867857035,0.271051578769363
"765","Rockdale",13247060202,75.5,67.4,47,35.6,10.1,10.3,21,29.6,30.6,11.9,69.2,10.7,18.9,16.4,0.529593366275148,0.698666723161261,0.573123007735773,0.602332395790816
"766","Rockdale",13247060304,79.6,66.2,43,30.9,9.2,17,37.6,37.2,42.9,22.9,69.1,12.9,24.9,15,0.46615289324026,0.509683471366448,0.541227493718758,0.488557885158123
"767","Rockdale",13247060305,80,63.9,41.6,17.5,12,8.6,34.4,52.9,48.1,24.1,72.7,15.8,37.6,12,0.432692718868684,0.404619488890597,0.51174294933813,0.421737304081207
"768","Rockdale",13247060306,80.2,61.7,40.7,18.6,9.3,4.1,14.8,15.8,29.2,14.6,76.1,11,17.4,11.4,0.529065481908871,0.743771967624086,0.67619684425718,0.65814049012261
"769","Rockdale",13247060307,80.2,62.1,42,18.6,10.6,5.9,12.9,28.1,39.3,9.2,75.4,10.1,18.1,13.9,0.508892826762195,0.660001412869425,0.648351304454196,0.605533581517812
"770","Rockdale",13247060308,79.7,66.9,41.5,15.3,11.4,14.5,34.9,43.7,49.7,18.8,67.8,23.5,34.9,15.1,0.41700369437214,0.463143264888104,0.405298238431614,0.403524979879977
"771","Rockdale",13247060309,79.7,66.9,32,18.5,8.8,7.6,22.4,42.5,36.4,25.3,67.8,20.1,31.8,14.2,0.504478935900237,0.520069433397061,0.454719452974777,0.47524777903642
"772","Rockdale",13247060403,74.5,67.5,58.8,38,8.6,23,13.9,18.3,43.7,9.5,69.5,9.3,21.4,14.5,0.529323004517601,0.664128826239497,0.592525559843906,0.594378216581992
"773","Rockdale",13247060404,75.3,66.6,45.4,31.5,13.3,13.4,7.7,26.3,30.5,20.1,70.4,11.8,21,14.1,0.478122511577205,0.658261653171351,0.586667814011606,0.572351552661281
"774","Rockdale",13247060405,78.1,63.8,62,38.8,9.5,4.9,4.7,17,34,5.9,73.5,6.5,16.4,6.2,0.631639622010591,0.761940744898403,0.750994033414043,0.727464101622433
"775","Rockdale",13247060406,75.9,66.1,52,33.5,12.2,9.5,4.6,14.5,28.7,9.3,71,8.1,16.6,9.7,0.5382483113609,0.787054830465928,0.685394413707925,0.683051654321432
"776","Rockdale",13247060407,80.2,61.7,53,32.1,6.7,14.3,24.2,32.6,29.8,11.4,76.1,7.9,25,10.3,0.551839231628805,0.696174369384806,0.671871396734677,0.64399887571964
