"","county","weave_ct2010","gradrate","ccrpi","grade3","grade8","lbw","childnohealth","childpoverty","povertyrate","housingburden","momsnohs","collegerate","adultsnoedu","adultnohealth","unemployment","ChildZ","FamilyZ","CommunityZ","CWB_Index"
"140","Cobb",13067030411,71.4,69.6,23.8,23.5,8.4,18.5,51.4,63.7,55,35.2,75.8,21.7,40.4,16.3,0.371226801939884,0.241281695930397,0.430569840203905,0.302057595510885
"141","Cobb",13067030412,71,70.3,33.2,24.3,8.6,36.6,39.2,60.3,50.6,20.3,76.8,18.5,42.7,13,0.325565540714463,0.383363268562732,0.483181040921003,0.366004816347498
"142","Cobb",13067030413,70.6,71,30.5,25.3,8.7,35.6,63.5,55.9,42.1,10.8,77.7,12.3,50.2,14.5,0.276275975551928,0.523143891003825,0.480287618922301,0.407970835442418
"143","Cobb",13067030414,70.6,71.1,36.9,25.5,6.4,19.6,53.4,63.4,54.8,20.7,77.8,15.8,65.7,18.3,0.425158102408325,0.338897998386446,0.338188152079998,0.329273555927506
"144","Cobb",13067030502,78.6,74.9,59.6,49.1,5.3,5.7,5.7,16,21.4,9,80.6,6.3,15.1,10.8,0.752311744913481,0.835390193147574,0.757339146814546,0.802218659346697
"145","Cobb",13067030504,76.4,74.2,49.6,36.9,8.9,9.8,10.3,36.3,36.3,18.8,80.2,15.9,29.7,13,0.610848899876042,0.587113434640856,0.589410005461902,0.588089805645585
"146","Cobb",13067030505,70.8,70.6,43.2,24.8,9.6,21.8,22.2,54.5,52.1,18.2,77.3,13.1,43.2,5.2,0.441691913928897,0.408615484926912,0.604522030421843,0.459543206292206
"147","Cobb",13067030506,78,74.5,54.7,25.5,9.4,12.3,6.6,23.5,29.3,20.8,80.2,10.6,20.9,6.7,0.590484735377839,0.672954222299397,0.737689594525985,0.670660081139423
"148","Cobb",13067030507,80.7,76.4,69.2,26.5,9.3,1.1,5.2,19.7,37.7,4,81.9,6.4,21.5,10.4,0.699156721781593,0.737650696618444,0.737234623097941,0.735164679773459
"149","Cobb",13067030601,79.3,75.6,58.7,26,8.6,28.5,28.7,33,40.4,6.1,81.2,3.9,18,9.4,0.49342919503172,0.653717388019763,0.778648799191901,0.643972547039413
"150","Cobb",13067030602,72.6,70.9,61.4,24,6.4,3.5,1,16.4,37.2,3.4,77,4.2,10.4,10.3,0.667330536854943,0.757780753977888,0.777623168650723,0.747317612169726
"151","Cobb",13067030700,71.4,69.6,52.8,23.5,9.6,11.2,21.7,45.9,42.4,27.8,75.8,27.5,35.2,8.9,0.510043731974464,0.447842816164864,0.49255119812287,0.459724121272773
"152","Cobb",13067030800,71.4,69.6,21.1,23.5,6.8,18.5,41.1,58.9,50.7,44.1,75.8,30.3,39.7,11.2,0.411286058229893,0.232009141365798,0.425741778968691,0.310011939559295
"153","Cobb",13067030901,74.6,73.6,42,29.1,9.2,5.8,21.8,25.1,40.8,8.1,77.9,9.1,22.6,13.3,0.560880144627519,0.667984245497922,0.655658010624731,0.629248787201929
"154","Cobb",13067030902,66,64.3,21.5,23.3,10.9,32,35.4,55.1,35.4,39.7,66.8,29.4,49.3,13.4,0.254816927947384,0.38460562733294,0.30190420760282,0.277906845688245
"155","Cobb",13067030904,67.9,66.2,28.4,23.2,8.3,8.4,45.1,62.2,51.2,30.8,69.7,22.4,50.2,15.7,0.418799113429479,0.302987003348496,0.34261723026617,0.313328044503169
"156","Cobb",13067030905,57.9,56.3,39,21.9,8.3,16.5,41.9,35.1,33,22.2,55.8,21,34.6,11.6,0.328382512933601,0.592976297490207,0.382689540815129,0.420826427431577
"157","Cobb",13067031001,62.7,61.2,21.7,23,7.2,34.9,56.8,69.7,47.9,47.5,64.4,43.7,73.2,15.7,0.226265412230993,0.188382070895152,0.081865721088561,0.105927967448692
"158","Cobb",13067031002,59.7,58.1,22.6,22.6,8.5,13.1,40,61.7,51.3,37.9,58.1,28.5,49.2,18.1,0.32866074899346,0.257649408662178,0.202499622164137,0.213362854611625
"159","Cobb",13067031004,57.9,56.4,28,23.8,7.6,24,39.3,56.7,48.7,29.4,56.3,32.5,50,16.3,0.289495348407391,0.351055965914601,0.176794345021648,0.230821862792663
"160","Cobb",13067031005,56.8,55.2,34.4,22.9,9.5,22.1,27.7,41.7,38.1,26.4,54.5,26.9,37.3,13,0.297075667792889,0.503785844464527,0.303535682677969,0.343843055542428
"161","Cobb",13067031101,66.1,64.6,30.6,23,5.1,11.4,35.6,54.5,42.6,34.4,71,30.2,47.5,13,0.462654644445307,0.370245375599932,0.336948463743573,0.35500421197068
"162","Cobb",13067031106,61.3,59.9,39.8,24.7,8.5,27.1,25.9,24,31,11.6,66.4,10.3,26.4,12.2,0.340398169238377,0.71920750194005,0.564013139108975,0.543458955346491
"163","Cobb",13067031108,66.1,64.6,38.1,23,9.5,5.5,37.9,46.7,50.8,10.6,71,8.5,26.9,11.7,0.436641747089543,0.497558121485387,0.609874855058503,0.49776617572112
"164","Cobb",13067031110,66.1,64.6,38.1,23,8.4,20.7,30.1,31.4,39.5,14.3,71,25.8,32.5,7.9,0.393636132436916,0.612517456079708,0.497290201050696,0.492202264881125
"165","Cobb",13067031111,66.1,64.6,41,23,12.3,3.1,12.2,9.4,27.4,2.9,71,3.3,12.5,4.8,0.46656769796985,0.857799851444599,0.791823305640592,0.726794211924994
"166","Cobb",13067031112,66.1,64.6,51.8,23,8.2,1.5,3,14.2,33.4,3.2,71,4,11.3,6.2,0.576580153251533,0.79463576408728,0.778138668330502,0.732364994319283
"167","Cobb",13067031113,71.4,69.6,28,23.5,11.2491,30.4,59.6,85,49.3,18.3,75.8,10.9,48.8,9.6,0.260631294631331,0.311231678521516,0.536264917961499,0.331949739492873
"168","Cobb",13067031114,66.1,64.6,38.2,23,7.3,19.9,48,48.2,40.2,18.9,71,10.7,35.7,9.9,0.376677885414894,0.513080727203377,0.56877968403951,0.469357344256313
"169","Cobb",13067031115,61.4,59.9,33.5,24,6.4,9.2,55.8,29,33.7,18.9,62.2,10.2,26.1,6.7,0.384414922180643,0.632952553192971,0.596321545411494,0.533061045653029
"170","Cobb",13067031116,66.1,64.6,33.1,23,9.7,19.4,57.8,69.2,46.7,28.6,71,13.5,41.6,23.6,0.312626005731755,0.322741871008655,0.375446358451303,0.297316569068908
"171","Cobb",13067031117,65.1,63.6,62.4,23.3,5.8,16.4,18.3,10.6,16.3,5.5,69.4,2.6,7.9,4.6,0.520324539542116,0.915400395931444,0.811528238247273,0.776745291004161
"172","Cobb",13067031118,66.1,64.6,67.8,23,8.5,12.2,10,19,34.2,2.8,71,6.6,21.7,8.7,0.53609925246456,0.773178661105979,0.681066708675392,0.674844957998462
"173","Cobb",13067031205,66.1,64.6,50.5,23,8.2,6.4344,4.4,13.8,32,2.8,71,2.5,10.2,7.7,0.546445893426809,0.808781795920768,0.778713488887774,0.728359590782366
"174","Cobb",13067031206,66.1,64.6,50.8,23,7.1,4,6.4,9,25.8,2.3,71,8.4,18.4,8.3,0.571386712548716,0.874684435352981,0.688882434648153,0.733051014594604
"175","Cobb",13067031207,66.1,64.6,62.2,23,6.7,13.1241,9.2941,12.2,40.1,5.1783,71,0.8,19.6,3.8,0.548607351005709,0.741496247093513,0.78464670268427,0.702433113214332
"176","Cobb",13067031208,66.1,64.6,56.4,23,7.8,0.4,17.8,10.7,21.8,2.5,71,1.5,11.1,7.9,0.566186258353202,0.895421016258441,0.779287366331695,0.772336300060892
"177","Cobb",13067031209,66.1,64.6,54,23,9.9,1.5,0.9,11.6,29.4,1.3,71,3.1,7,5.8,0.560039794645043,0.845591810009245,0.810374405093405,0.760002296075768
"178","Cobb",13067031211,66.1,64.6,62.2,23,5,40.3,5.0361,6.7,36.4,3.1,71,8.4,23.4,3.3,0.464524838657309,0.802577025596688,0.716206924150471,0.675560021901423
"179","Cobb",13067031212,66.1,64.6,62.2,23,12,2.1,3.9616,7.4,21.9,5.4,71,1.2,11.2,2.7,0.535722091076024,0.888327290336213,0.83544994737305,0.778926822255488
"180","Cobb",13067031306,64,62.7,30.6,23,11.4,30.1,19.5,33.4,36.5,22.8,74,18.9,29.8,12,0.294227297544681,0.570565212229189,0.537135703113659,0.454602689778483
"181","Cobb",13067031307,64.1,63.1,35.3,23.2,8.8,7.5,16.1,14,25.1,7.4,73.4,6.8,19.5,7.9,0.464579384456372,0.827119439993429,0.714807449641601,0.685575951148072
"182","Cobb",13067031308,62.8,64.4,29,16,8.4,14.8,48.2,42.8,43.7,28.5,71.3,16.8,36.5,12.8,0.338803287442875,0.445837821195653,0.492500611148032,0.400547350100061
"183","Cobb",13067031309,63,64.1,30.2,15.7,8.8,18.9,17.1,37.8,32.8,21.9,71.7,21,34.3,14.4,0.378886414087868,0.586038118528086,0.459211191034155,0.462298885206498
"184","Cobb",13067031310,62.8,64.4,26.5,15,9.6,15.5,50.2,69.8,59.3,24.4,71.2,23.8,43.5,19.6,0.306005653029294,0.258033095868615,0.33513854102731,0.253038486707175
"185","Cobb",13067031311,62.8,64.4,26.1,15,10.6,9.5,42.5,58.9,48.1,25,71.2,19.4,44.4,11.4,0.336355291623968,0.37576000676713,0.448197391457126,0.353971199677951
"186","Cobb",13067031312,62.8,64.4,31.7,15,8.1,21,37.7,35.7,40.5,15.6,71.2,18.3,23.1,11.7,0.337578506644383,0.580403378517218,0.559830261914167,0.481649740354769
"187","Cobb",13067031313,64.1,64.5,44.3,18,8.9,4,3,15,24.7,2.2,71.1,4.5,9.4,6.9,0.520067402187789,0.860231536984288,0.77739758689356,0.74091274902571
"188","Cobb",13067031404,64,62.7,30.7,19.9,9.8,8,8.5,14.8,27.5,13.3,74,8.6,16.5,7.1,0.444639695515117,0.768254584333663,0.729249267516161,0.658755352169791
"189","Cobb",13067031405,60.4,58.9,36.2,22.8,8.4,7.6,31.8,26.6,37.4,12.8,63.8,16.1,32.8,14.3,0.408104401747291,0.655707863490639,0.451142278143677,0.499168167431561
"190","Cobb",13067031406,64,62.7,26.8,18.2,10.5,4.7,33.9,32.4,42.1,11.4,74,8.9,25,12.7,0.385797533027207,0.609139440547137,0.625743177836597,0.533823324074349
"191","Cobb",13067031408,68.4,64.9,38.8,19.9,10.4,27.6,23.3,42,38.2,15,73.5,18.1,23.1,14.9,0.347583041958585,0.576645603587458,0.542820925390216,0.477392898660915
"192","Cobb",13067031409,64.4,62.9,38.8,21.6,11.8,5.1,29.5,35,50.2,11.5,73.9,6.5,27.3,12.2,0.40742539909975,0.540714783860992,0.636034391230434,0.515588951785776
"193","Cobb",13067031503,71.4,65.2,33.5,25.3,9.8,0.7,23.6,25.1,38.4,16.4,64.6,15.3,19.1,11.6,0.503235718580821,0.630713436082901,0.559184659347753,0.559335532989071
"194","Cobb",13067031505,81.1,71.3,42.2,26.4,4.9,7.3,19.2,30,31.2,7.8,72.1,9.9,23.2,17.4,0.631315098068828,0.71972664794144,0.565849735082624,0.64338180349196
"195","Cobb",13067031506,81.4,71.4,37.7,28.7,7.5,4.2,14.2,32.9,30.7,11.8,72,18.4,28.1,8.4,0.616056863750627,0.685980127923015,0.573867230588526,0.626609678327382
"196","Cobb",13067031507,81.3,71.4,29.2,29.3,12.8,8.6,37.9,43.2,42.1,12.4,72,13.3,29,18.1,0.449357603297376,0.561256179199152,0.504321339343682,0.491754805978897
"197","Cobb",13067031508,81.4,71.4,54,29.3,9.9,4.8,8.8,8.9,35.6,8.7,72,3.1,9.5,16.5,0.622552840054375,0.763163447496062,0.692232895310439,0.703971929511257
"198","Cobb",13067031509,80.9,71.2,36.6,24.1,11.4,10.8,17.5,23.6,30.4,7.6,72.1,10,17.6,12.1,0.503100704363103,0.751239242388027,0.648785892571332,0.642734395940347
"199","Coweta",13077170100,83.8,70.8,38,30.4,6.3,11.3,31.5,26.2,39.8,10.5,65.6,14.1,15.3,8,0.572782517860761,0.655182207358012,0.631175138476707,0.619109409202252
"200","Coweta",13077170200,83.8,70.8,51.9,25.7,5.7,6.5372,18.1,39.1,39.7,18,65.6,17.8,19.5,9.2,0.65095735140676,0.557372203803154,0.570934112945426,0.582448237396766
"201","Coweta",13077170303,84.3,72.4,53,44.3,4.4,2.3,12.5,11.6,20.1,4.4,68,7.5,9.6,6.7,0.754851587298501,0.891658352006689,0.736583919268407,0.819756912825386
"202","Coweta",13077170304,84.4,73,54,33.2,6.6,11.7,4,16.1,29.1,6.6,68.9,5.8,15.5,4.3,0.673139742760398,0.795773983164951,0.750262370497109,0.755801797238724
"203","Coweta",13077170305,82.3,73.3,42.8,34.3,9.5,8.1,29.5,44,45.2,19.8,71.9,20.7,30.5,9.6,0.568118694602711,0.487562770020159,0.532061876220731,0.510550331082416
"204","Coweta",13077170306,79.3,70.8,50.5,29.3,7.4,3,37.8,31.8,29.4,7.4,70.8,5,12.8,7.8,0.591104131200708,0.72830915695278,0.74534165751205,0.697268089297183
"205","Coweta",13077170402,86.2,78.8,64.3,43.7,7.3,2.4,7,12.8,23.5,15.1,77.4,9.6,11.4,4.5,0.776227678727252,0.79266284112061,0.797224180404428,0.806289406821679
"206","Coweta",13077170403,86.2,78.8,59.5,44.5,6,3,6.1,16.3,37.4,8,77.4,7.1,12.1,7.9,0.786679507950127,0.726584958459089,0.776037037681182,0.774046028224957
"207","Coweta",13077170404,86.2,78.8,61.4,34.7,6,9.5,2.2,7.8,26.7,6.3,77.4,4.2,11.6,9.1,0.744511833857846,0.846634000286538,0.786806634259184,0.814863123310713
"208","Coweta",13077170405,78.2,69.6,55.1,34.7,7.4,11.5,16.6,18.6,30.4,6.6,69.7,11.1,19,11.3,0.605689360321958,0.776927442467093,0.626489054447278,0.680709259255361
"209","Coweta",13077170406,86.2,78.8,64.8,34.8,6.4,2.5,2.3,15.3,23.6,8.3,77.4,8.3,7.4,10.5,0.780255648582687,0.826952961671822,0.763741728999256,0.810403944331216
"210","Coweta",13077170501,78.2,69.6,53.7,39.5,5.2,12.8,13.1,22.7,30.2,7.5,69.7,11.5,16.7,11.6,0.647204297046597,0.756766403037166,0.632010150843724,0.6881874396767
"211","Coweta",13077170502,78.2,69.6,46.2,38.7,5.4,11.5,16.4,19.6,29.2,3.8,69.7,11.8,9.9,7.1,0.626999350131055,0.800019262729116,0.711144169596819,0.727980471485481
"212","Coweta",13077170503,78.2,69.6,49.8,38.7,6.7,7.4,10,14.1,29.1,6.5,69.7,10.1,14.8,7.8,0.648681104948953,0.804082905225165,0.691437102501426,0.730083658992738
"213","Coweta",13077170601,80.5,70.1,44.7,40,9.9,6.3,55.7,48.9,27.8,27.3,68,29.5,20.7,9.3,0.513448505026111,0.543858088871017,0.495540871841453,0.50300895317043
"214","Coweta",13077170602,78.2,69.6,48.7,39.8,8.8,4.6574,1.6,3.8,25.1,3.1,69.7,3.1,1.2,3.5,0.648901525266792,0.894336598206037,0.855052303379001,0.827009545104065
"215","Coweta",13077170603,78.2,69.6,48.4,39.7,7.9,4.8,14.6,20.2,23.7,6.1,69.7,11.5,12,5.3,0.633518701445229,0.821908096711008,0.721631568089784,0.743294834290675
"216","Coweta",13077170700,83.8,70.8,37.5,35.8,10.1,9.4,33.5,47.2,38.9,22.2,65.6,19.8,28.5,16.8,0.532384154338826,0.504557228163384,0.431738071499783,0.469932385417089
"217","Coweta",13077170801,83.8,70.8,43.4,40.9,9,0.9,21.5,29.4,29.4,14.1,65.6,15.4,20.8,11.9,0.639449304051514,0.693577992208243,0.553355537995127,0.630520233829196
"218","Coweta",13077170802,82.6,70.5,51.7,40.4,7.3,13.7,21,34.3,33.8,10.2,66.5,16.6,21,9.9,0.612072057787811,0.668981417065494,0.570601081293853,0.616820568646398
"219","DeKalb",13089020100,82,70.7,88.3,56.7,10.3,0.9549,1.5,3.4,22.5,8.7,80.2,0.9,1,3.6,0.779842205011436,0.877721351174967,0.939738701253135,0.894636439042736
"220","DeKalb",13089020200,82.4,71.1,83.4,58.3,7,7.3,2.9,2.6,33.3,-0.6313,80.4,0.8,8.8,8,0.791246070228779,0.864852067658344,0.856510988791971,0.863383045699019
"221","DeKalb",13089020300,82.4,71.1,78.6,58.3,5.4,7.6367,5.7,3.3,25.3,-0.7568,80.4,2.1,6.5,2.4,0.797946815347681,0.920101816876676,0.917410763472551,0.910974889261709
"222","DeKalb",13089020400,82.4,71.1,78.6,58.3,7.6,10.062,2.4294,5.8,23.8,4.1955,80.4,0.9,13.5,7.6,0.759915819071611,0.888782348888031,0.836403063005524,0.855790817052949
"223","DeKalb",13089020500,68.5,57,30.3,22.1,12,10.1817,18.5,36.7,37,8.5,50.8,15.8,21.6,8.1,0.377323605156236,0.648097600783265,0.489153460548551,0.498967359961579
"224","DeKalb",13089020600,68.5,57,31.3,22.1,10.8,12.8,66.1,41.1,50.3,17.2,50.8,11.3,16.6,9.2,0.284318939115066,0.479297077344453,0.535047853119491,0.411454828470038
"225","DeKalb",13089020700,68.5,57,21.2,22.1,9.6,9,6.7,20.7,43.2,10.4,50.8,13.2,11.4,8.1,0.425542936247076,0.65261470594311,0.559015910609095,0.5421899406659
"226","DeKalb",13089020801,68.5,57,21.2,22.1,8.6,12.6,22.8,18.2,38.7,6,50.8,11.1,17.4,12.2,0.388736491667155,0.723143511724908,0.501023861141645,0.539172966105983
"227","DeKalb",13089020802,68.5,57,21.2,22.1,11.7,1.5,26.3,29.8,34.2,7.9,50.8,11.3,17.4,10.3,0.39050445088609,0.698421840815347,0.519503204983621,0.53578199848665
"228","DeKalb",13089020900,68.5,57,39.4,21.8,9.1,7.4065,4,37.8,41.2,8.4,50.8,15.7,21.2,9.7,0.482352382273317,0.614563063295744,0.475107228617873,0.515383788328657
"229","DeKalb",13089021101,83.5,79.8,76.7,46.3,12.3,6.8127,3.6,8.4,31.1,1.3551,87.1,3.4,5.7,3.7,0.711781620215054,0.845341209174834,0.94243429760285,0.858576504165397
"230","DeKalb",13089021102,83.5,79.8,62.9,46.3,8.1,5.9,13.3,9.8,27.6,3.6954,87.1,3.1,6.3,2.7,0.730996070766066,0.849628040368493,0.952062031623735,0.870379481773157
"231","DeKalb",13089021202,83.5,79.8,76.9,46.3,10.6,1.7,10,5.8,27.8,1.9,87.1,1.4,7.1,12.5,0.749589502173835,0.875275329420277,0.857536866146332,0.854023245527344
"232","DeKalb",13089021204,49.4,68.2,19,12.2,6.2,23.4,47.2,74.1,43.5,78.7,45.3,76.2,90.1,6.5,0.269903436813783,0.182784714249442,0.0529319992429021,0.108089875846787
"233","DeKalb",13089021208,83.5,79.8,58.3,46.3,5.9,13.1,30.7,16,40.4,15.1,87.1,11,29.9,17,0.682206265190879,0.65978113880351,0.626980240026167,0.656837519521317
"234","DeKalb",13089021209,83.5,79.8,75,46.3,5.7,8.759,1.8,15.6,24.7,2.8,87.1,6.5,6.9,2.9,0.800860109365747,0.854002780220539,0.922522263203083,0.885519237100154
"235","DeKalb",13089021210,78.6,73.6,76,32.4,8.4,0.4,3.1,8.6,21.8,2.6439,81.2,1,4.8,8.9,0.728525440472497,0.902513962758049,0.870960801365528,0.86327981238792
"236","DeKalb",13089021211,78.6,73.6,52.5,32.4,10.2,1.2,4.3862,5,23.4,3.3176,81.2,1.3,8.2,6.7,0.647984265196409,0.900453249047508,0.87480673622808,0.836346427328639
"237","DeKalb",13089021213,78.6,73.6,83.8,32.4,10,1.2,2.8,5.7,25.5,1.5859,81.2,1.1,1.2,4.9,0.716916781481925,0.894134717433602,0.930234823441691,0.876848011511364
"238","DeKalb",13089021214,78.6,73.6,83.6,32.4,8.2,5.1,4,10.8,26.4,7.1032,81.2,6.3,10.7,3.4,0.721397024210804,0.832030670580721,0.860924338341019,0.827137088546111
"239","DeKalb",13089021215,78.6,73.6,76.6,32.4,8.9,22.6,6.2,12.5,30.9,1.2,81.2,1.9,8,6.1,0.605107338790053,0.832095850730367,0.877788011523608,0.793576583460816
"240","DeKalb",13089021216,78.6,73.6,73,32.4,10.9,14.3,19.6,12.6,39.4,1,81.2,2.9,12.1,9.6,0.581350088164721,0.772349095248245,0.813341714019216,0.736991740930493
"241","DeKalb",13089021217,78.6,73.6,60,32.4,9.8,10.1,11.7,19.8,30.9,6.4335,81.2,5,14.4,14.5,0.609248305213221,0.769857572597838,0.735346837274739,0.717655268614549
"242","DeKalb",13089021218,78.6,73.6,64,32.4,10.7,3.1,41.3,23.1,35.3,5.3,81.2,6.3,19.1,7.7,0.576636383670516,0.733250675217835,0.773702957550038,0.704553352946346
"243","DeKalb",13089021301,80.4,78.7,51.5,40.7,7.8,13.8,29.6,32.9,48.6,28.3,84,24.5,45.2,5.4,0.611247270922177,0.450056054420024,0.554447450876397,0.517164409650465
"244","DeKalb",13089021303,47.2,67.4,21.1,11.1,8.2,24.6,47.9,61.5,54,41.2,41.8,35.6,54.2,11.5,0.223376891490384,0.217511586648605,0.090297900313334,0.120404037862925
"245","DeKalb",13089021305,78.6,73.6,54.5,32.4,6.6,14.1,49.6,43.4,50.4,36.1,81.2,38.6,61.1,11.1,0.546518095128446,0.345901211951577,0.295216102895449,0.35828750325137
"246","DeKalb",13089021306,78.1,73.5,28.2,31.9,7.2,21.1,33.7,58.5,44.4,38.4,80.8,30.2,54.8,11.4,0.480124343092596,0.315871509662714,0.381419428181904,0.353532358484492
"247","DeKalb",13089021307,47.2,67.4,21.1,11.1,5.5,19.2,49.3,47.9,53.4,40.3,41.8,40.5,54.1,8.3,0.287614725687906,0.279737192785611,0.0891313876872552,0.168470367590588
"248","DeKalb",13089021308,47.2,67.4,15.1,11.1,9.2,6.8,54,41.1,42.5,45,41.8,34.8,46.9,2.8,0.272395256868239,0.352759462324248,0.223871490465359,0.24248975392119
"249","DeKalb",13089021405,79.4,78.4,44.1,39,8,6.4072,13.2,10,26.1,7,82.9,5.6,10.1,5.2,0.65618503857689,0.837909955625044,0.86125554421664,0.807566926656576
"250","DeKalb",13089021409,47.2,67.4,15.1,11.1,8.8,16.7,68.3,47.5,34.5,46.7,41.8,28.9,61.2,9.7,0.199014714694108,0.374231535487765,0.12219064552476,0.190486377919439
"251","DeKalb",13089021410,47.2,67.4,16.1,11.1,5.3,22.3,74.5,54.1,42.8,48,41.8,34.4,47.2,5.2,0.212280761006014,0.281206861349199,0.200082915889371,0.1829535435102
"252","DeKalb",13089021411,83.5,79.8,62.9,46.3,8.2,6.1137,9,12,21.9,1.5985,87.1,1.5,7.4,4.7,0.737459525966487,0.89564134347023,0.937075749694502,0.886922048241726
"253","DeKalb",13089021412,83.5,79.8,62.9,46.3,7.4,10.2,1.8,5.4,23.4,9.5,87.1,7.3,11.3,3.6,0.744121144036507,0.85839985009201,0.88735866617815,0.855562384009511
"254","DeKalb",13089021413,51.8,69,22.3,13.4,5.6,37.3,62.9,61.9,52.4,52.2,48.8,34.1,66.5,9.8,0.19977241105001,0.165940596760724,0.10141356808674,0.0942707040544365
"255","DeKalb",13089021414,47.2,67.4,21.4,11.1,8.3,15.8,51.7,49.7,44.9,41.6,41.8,30.1,51,4.4,0.258380847445677,0.325003173106296,0.220302603923775,0.22457762555908
"256","DeKalb",13089021415,47.2,67.4,16.6,11.1,9.3,22.7,38.3,27.3,35.7,17.8,41.8,10.3,16.4,6,0.227580533403096,0.632391513807926,0.519421487514733,0.45204502637616
"257","DeKalb",13089021416,47.2,67.4,16.6,11.1,7.6,5.2,49.1,57.8,35.6,42.4,41.8,28.3,56.7,8.1,0.31750615523755,0.355148575135452,0.165852933543403,0.238213183570418
"258","DeKalb",13089021417,47.2,67.4,16.6,11.1,6,35.8,65.5,67.4,53.2,50.6,41.8,25.8,50,8.4,0.154428722287962,0.139182968859796,0.214290782035954,0.107578653556535
"259","DeKalb",13089021502,75.9,64.5,36.4,29.9,7,3.1,33.7,16.3,36.8,3.5,76.8,3.2,5.5,9.3,0.541055529987973,0.76036326831214,0.818564667994154,0.720006680193888
"260","DeKalb",13089021503,75.9,64.5,36.4,29.9,6.2,9.2,10,34.8,34.9,12.2,76.8,11.9,27.3,11,0.572289835276538,0.646106939388575,0.628843778650202,0.614230547946968
"261","DeKalb",13089021504,75.9,64.5,36.4,29.9,6.1,2.1,42.1,15.2,45.9,4.2,76.8,3.4,5,5,0.541839380152462,0.695026580275771,0.864710532740161,0.708761937602119
"262","DeKalb",13089021602,77.2,71.1,64.2,32.6,6.4,4.3889,13.1,11.1,33.6,2.1704,84.1,3.2,7.1,10.4,0.679364276575356,0.811819535459319,0.846922998794502,0.799198037038616
"263","DeKalb",13089021603,77.2,71.5,58.8,32.7,8.5,10.9108,2.3,10.7,40.8,4.7,84.4,1.9,10,4.2,0.629211845815305,0.745374615542749,0.908674272007973,0.775693507929588
"264","DeKalb",13089021604,77.4,72.4,66,33,6.9,3.8819,-4.0144,3.5,13.5,-0.2125,85.5,0.5,2,4.5,0.720724438722663,1,0.962950520620628,0.935066057424246
"265","DeKalb",13089021605,77.4,72.4,63.4,33,8,5.3,32.1,27.9,48.4,11.9,85.5,4.7,22.6,10.6,0.616299037137589,0.578111610458917,0.765465571743423,0.648778615977781
"266","DeKalb",13089021703,77.4,72.4,66.5,33,4.3,3.1208,3.2,7.7,17.3,2.9786,85.5,3,6.4,12.1,0.749151687796224,0.935886276059887,0.843241947928088,0.874705047453589
"267","DeKalb",13089021704,76.4,71.2,65.9,32.2,6.6,7.7,9.6,13.1,27.5,4.5,85.2,2.7,15,6.1,0.667286475501055,0.832439867154397,0.863172463862689,0.809689776637628
"268","DeKalb",13089021705,77.4,72.4,51.1,33,9.1,15,24.2,24.5,39.4,27.6,85.5,9.5,29.8,10.2,0.543508086682791,0.552460545501311,0.699039150777842,0.589375639167353
"269","DeKalb",13089021706,77.4,72.4,57.5,33,5.8,11.9133,15.6,11.7,33,7.4,85.5,4.1,13.9,4,0.638941520068123,0.779528882762575,0.882613399841918,0.784333557872441
"270","DeKalb",13089021805,68.4,61.9,34.9,25.3,11.3,6.4,21,32,40.4,10.8,82.5,8.3,27.2,7.3,0.436872927846563,0.626737847835827,0.731415059652062,0.596362149110001
"271","DeKalb",13089021806,68.6,62.1,40,25.3,7.5,15.4,52.1,51,46.7,30.8,82.8,15.6,36.7,16.5,0.395146135275937,0.377968484119613,0.536821211838699,0.406485520832585
"272","DeKalb",13089021808,77.4,72.4,45.1,33,8.6,4.9,17.5,21.8,31.1,11.4,85.5,6.7,16.1,4.6,0.603358310025194,0.7282234002174,0.846601551723026,0.737456137828773
"273","DeKalb",13089021809,69.6,63.3,61.9,26.2,6,5.3,8.8,8.4,21.9,3.4,83.1,4.2,9.5,9.5,0.612842369559876,0.89760960877743,0.830565065267492,0.807413943887454
"274","DeKalb",13089021810,71,64.9,55.4,27.5,9.9,2.4,10.5,10.1,29.9,3.5,83.6,3.1,14.7,11.2,0.566828125541262,0.833342836702978,0.797840660441895,0.752612658539338
"275","DeKalb",13089021812,74.2,68.7,46.3,30.3,8.8,9.5,17.3,24.5,35.1,22.9,84.7,10,25.3,7.7,0.548127528457453,0.61396122574006,0.738979701220434,0.631469770040527
"276","DeKalb",13089021813,77.4,72.4,24.5,33,11.2,21.2,35.4,63.1,66.3,29.1,85.5,29,57.9,15.1,0.404578862341154,0.202898306861832,0.366554264755268,0.274205908805056
"277","DeKalb",13089021814,76,70.8,28.8,31.9,7.8,35.6,45.2,64,48.8,35.6,85.2,21.1,50.3,11.5,0.357733522949667,0.281768914470528,0.497225060937146,0.338510023773317
"278","DeKalb",13089021906,59.4,51.2,22.9,21.3,14.1,12.8,17.1,42.2,50,16.7,72.4,13.2,31.2,22.7,0.263805437898396,0.480506402599376,0.448407971053192,0.374140583804007
"279","DeKalb",13089021907,69.2,61.6,23,24.8,10.5,7.7,25.7,25.4,31.7,11.6,78.2,6.5,22.2,15.8,0.409191347649102,0.708853309695736,0.652112089410079,0.593819384508881
